STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COU,Country,CORP_TAX,Corporate income tax rate,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,KOR,Korea,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2022,,2.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,KOR,Korea,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2023,,2.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,KOR,Korea,COMB_CIT_RATE,Combined corporate income tax rate,2019,,27.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,KOR,Korea,COMB_CIT_RATE,Combined corporate income tax rate,2020,,27.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,KOR,Korea,COMB_CIT_RATE,Combined corporate income tax rate,2021,,27.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,KOR,Korea,COMB_CIT_RATE,Combined corporate income tax rate,2023,,26.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,CIT_RATE,Corporate income tax rate,2019,,18.19,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,CIT_RATE,Corporate income tax rate,2020,,18.19,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,CIT_RATE,Corporate income tax rate,2021,,18.19,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,CIT_RATE,Corporate income tax rate,2022,,18.19,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,CIT_RATE,Corporate income tax rate,2023,,18.19,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,CIT_RATE_EXCL_SURTAX,Corporate income tax rate exclusive of surtax,2019,,17,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,CIT_RATE_EXCL_SURTAX,Corporate income tax rate exclusive of surtax,2020,,17,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,CIT_RATE_EXCL_SURTAX,Corporate income tax rate exclusive of surtax,2021,,17,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,CIT_RATE_EXCL_SURTAX,Corporate income tax rate exclusive of surtax,2022,,17,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,CIT_RATE_EXCL_SURTAX,Corporate income tax rate exclusive of surtax,2023,,17,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2019,,18.19,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2020,,18.19,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2021,,18.19,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2022,,18.19,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2023,,18.19,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2019,,6.75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2020,,6.75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2021,,6.75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2022,,6.75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2023,,6.75,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,KOR,Korea,COMB_CIT_RATE,Combined corporate income tax rate,2022,,27.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,COMB_CIT_RATE,Combined corporate income tax rate,2019,,24.94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,COMB_CIT_RATE,Combined corporate income tax rate,2020,,24.94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,COMB_CIT_RATE,Combined corporate income tax rate,2021,,24.94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,COMB_CIT_RATE,Combined corporate income tax rate,2022,,24.94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,LUX,Luxembourg,COMB_CIT_RATE,Combined corporate income tax rate,2023,,24.94,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,NLD,Netherlands,CIT_RATE,Corporate income tax rate,2022,,25.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,NLD,Netherlands,CIT_RATE,Corporate income tax rate,2023,,25.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,NLD,Netherlands,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2022,,25.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,NLD,Netherlands,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2023,,25.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,NLD,Netherlands,COMB_CIT_RATE,Combined corporate income tax rate,2022,,25.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,NLD,Netherlands,COMB_CIT_RATE,Combined corporate income tax rate,2023,,25.8,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,PRT,Portugal,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2019,,1.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,PRT,Portugal,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2020,,1.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,PRT,Portugal,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2021,,1.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,PRT,Portugal,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2022,,1.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,PRT,Portugal,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2023,,1.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,PRT,Portugal,COMB_CIT_RATE,Combined corporate income tax rate,2019,,31.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,PRT,Portugal,COMB_CIT_RATE,Combined corporate income tax rate,2020,,31.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,PRT,Portugal,COMB_CIT_RATE,Combined corporate income tax rate,2021,,31.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,PRT,Portugal,COMB_CIT_RATE,Combined corporate income tax rate,2022,,31.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,PRT,Portugal,COMB_CIT_RATE,Combined corporate income tax rate,2023,,31.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2019,,6.702371,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,SWE,Sweden,CIT_RATE,Corporate income tax rate,2019,,21.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,SWE,Sweden,CIT_RATE,Corporate income tax rate,2020,,21.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,SWE,Sweden,CIT_RATE,Corporate income tax rate,2021,,20.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,SWE,Sweden,CIT_RATE,Corporate income tax rate,2022,,20.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,SWE,Sweden,CIT_RATE,Corporate income tax rate,2023,,20.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,SWE,Sweden,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2019,,21.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,SWE,Sweden,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2020,,21.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,SWE,Sweden,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2021,,20.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,SWE,Sweden,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2022,,20.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,SWE,Sweden,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2023,,20.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,SWE,Sweden,COMB_CIT_RATE,Combined corporate income tax rate,2019,,21.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,SWE,Sweden,COMB_CIT_RATE,Combined corporate income tax rate,2020,,21.4,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,SWE,Sweden,COMB_CIT_RATE,Combined corporate income tax rate,2021,,20.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,SWE,Sweden,COMB_CIT_RATE,Combined corporate income tax rate,2022,,20.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,SWE,Sweden,COMB_CIT_RATE,Combined corporate income tax rate,2023,,20.6,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,CIT_RATE,Corporate income tax rate,2019,,8.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,CIT_RATE,Corporate income tax rate,2020,,8.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,CIT_RATE,Corporate income tax rate,2021,,8.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,CIT_RATE,Corporate income tax rate,2022,,8.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,CIT_RATE,Corporate income tax rate,2023,,8.5,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2020,,6.702371,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2021,,6.825626,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2022,,6.829465,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2023,,6.829465,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2019,,14.446211,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2020,,14.446211,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2021,,12.87289,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2022,,12.823887,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2023,,12.823887,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,COMB_CIT_RATE,Combined corporate income tax rate,2019,,21.148581,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,COMB_CIT_RATE,Combined corporate income tax rate,2020,,21.148581,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,COMB_CIT_RATE,Combined corporate income tax rate,2021,,19.698516,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,COMB_CIT_RATE,Combined corporate income tax rate,2022,,19.653352,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHE,Switzerland,COMB_CIT_RATE,Combined corporate income tax rate,2023,,19.653352,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,TUR,Türkiye,CIT_RATE,Corporate income tax rate,2022,,23,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,TUR,Türkiye,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2022,,23,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,TUR,Türkiye,COMB_CIT_RATE,Combined corporate income tax rate,2022,,23,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,USA,United States,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2019,,19.701152,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,USA,United States,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2020,,19.732937,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,USA,United States,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2021,,19.736127,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,USA,United States,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2022,,19.721901,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,USA,United States,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2023,,19.732574,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,USA,United States,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2019,,6.184989,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,USA,United States,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2020,,6.033634,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,USA,United States,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2021,,6.018441,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,USA,United States,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2022,,6.086184,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,USA,United States,SUB_CENT_GOV_CIT_RATE,Sub-central government corporate income tax rate,2023,,6.035361,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,USA,United States,COMB_CIT_RATE,Combined corporate income tax rate,2019,,25.886141,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,USA,United States,COMB_CIT_RATE,Combined corporate income tax rate,2020,,25.766571,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,USA,United States,COMB_CIT_RATE,Combined corporate income tax rate,2021,,25.754568,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,USA,United States,COMB_CIT_RATE,Combined corporate income tax rate,2022,,25.808085,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,USA,United States,COMB_CIT_RATE,Combined corporate income tax rate,2023,,25.767935,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHL,Chile,CIT_RATE,Corporate income tax rate,2019,,27,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHL,Chile,CIT_RATE,Corporate income tax rate,2020,,27,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHL,Chile,CIT_RATE,Corporate income tax rate,2021,,27,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHL,Chile,CIT_RATE,Corporate income tax rate,2022,,27,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHL,Chile,CIT_RATE,Corporate income tax rate,2023,,27,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHL,Chile,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2019,,27,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHL,Chile,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2020,,27,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHL,Chile,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2021,,27,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHL,Chile,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2022,,27,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHL,Chile,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2023,,27,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHL,Chile,COMB_CIT_RATE,Combined corporate income tax rate,2019,,27,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHL,Chile,COMB_CIT_RATE,Combined corporate income tax rate,2020,,27,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHL,Chile,COMB_CIT_RATE,Combined corporate income tax rate,2021,,27,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHL,Chile,COMB_CIT_RATE,Combined corporate income tax rate,2022,,27,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,CHL,Chile,COMB_CIT_RATE,Combined corporate income tax rate,2023,,27,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ISR,Israel,CIT_RATE,Corporate income tax rate,2019,,23,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ISR,Israel,CIT_RATE,Corporate income tax rate,2020,,23,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ISR,Israel,CIT_RATE,Corporate income tax rate,2021,,23,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ISR,Israel,CIT_RATE,Corporate income tax rate,2022,,23,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ISR,Israel,CIT_RATE,Corporate income tax rate,2023,,23,,A,,PC,Percentage,0,Units,,
DATAFLOW,OECD:DF_TABLE_II1(1.0),Table II.1. Statutory corporate income tax rate,I,ISR,Israel,CIT_RATE_LESS_SUB_NAT,Corporate income tax rate less deductions for sub-national taxes,2019,,23,,A,,PC,Percentage,0,Units,,
